total_2_1edge,total_2_indep,total_3_tris,total_2_star,total_3_1edge,total_3_indep,total_4_clique,total_4_chordcycle,total_4_tailed_tris,total_4_cycle,total_3_star,total_4_path,total_4_1edge,total_4_2edge,total_4_2star,total_4_tri,total_4_indep,filename
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3321.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3322.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3323.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3324.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3325.motifcount
7,8,1,7,11,1,0,0,2,0,0,7,0,2,3,1,0,./motifs/3326.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3327.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3328.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3329.motifcount
6,9,0,7,10,3,0,0,0,1,1,4,1,2,6,0,0,./motifs/3330.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3332.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3333.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3334.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3335.motifcount
8,7,3,8,7,2,0,3,1,0,2,4,1,0,2,2,0,./motifs/3336.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3337.motifcount
6,9,1,7,7,5,0,0,3,0,2,2,2,0,5,0,1,./motifs/3338.motifcount
6,9,0,9,6,5,0,0,0,1,4,4,2,0,3,0,1,./motifs/3339.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3340.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3342.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3343.motifcount
5,10,0,4,12,4,0,0,0,0,0,3,3,3,6,0,0,./motifs/3344.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3345.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3346.motifcount
8,7,2,10,6,2,0,1,3,2,2,3,1,0,2,1,0,./motifs/3347.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3348.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3349.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3350.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3351.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3352.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3353.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3354.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3355.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3357.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3358.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3359.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3360.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3361.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3362.motifcount
4,6,0,8,18446744073709551612,6,0,0,0,0,8,0,4,9223372036854775808,9223372036854775808,0,18446744073709551609,./motifs/3363.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3364.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3365.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3366.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3367.motifcount
6,9,0,9,6,5,0,0,0,1,4,4,2,0,3,0,1,./motifs/3368.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3369.motifcount
6,9,0,6,12,2,0,0,0,0,0,6,0,3,6,0,0,./motifs/3370.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3371.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3372.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3373.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3375.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3376.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3377.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3378.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3379.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3380.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3381.motifcount
7,8,0,11,6,3,0,0,0,3,3,4,1,0,4,0,0,./motifs/3382.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3383.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3384.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3387.motifcount
7,8,2,7,8,3,0,1,3,0,1,3,2,0,4,1,0,./motifs/3388.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3389.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3391.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3392.motifcount
7,8,0,11,6,3,0,0,0,3,3,4,1,0,4,0,0,./motifs/3393.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3394.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3395.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3396.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3397.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3398.motifcount
6,9,0,7,10,3,0,0,0,0,1,7,2,1,4,0,0,./motifs/3399.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3400.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3401.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3402.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3403.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3404.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3405.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3406.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3407.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3408.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3409.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3410.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3411.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3413.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3414.motifcount
7,8,2,7,8,3,0,1,2,0,2,4,3,0,1,2,0,./motifs/3415.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3416.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3417.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3418.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3419.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3420.motifcount
6,9,0,8,8,4,0,0,0,1,2,5,3,0,4,0,0,./motifs/3422.motifcount
6,9,0,8,8,4,0,0,0,1,2,4,0,1,6,0,1,./motifs/3423.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3424.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3425.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3426.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3427.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3428.motifcount
6,9,0,9,6,5,0,0,0,1,4,4,2,0,3,0,1,./motifs/3429.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3430.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3431.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3432.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3433.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3434.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3435.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3436.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3437.motifcount
8,7,0,16,0,4,0,0,0,6,8,0,0,0,0,0,1,./motifs/3438.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3440.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3441.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3442.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3443.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3444.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3445.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3447.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3448.motifcount
5,10,0,6,8,6,0,0,0,0,2,4,4,0,4,0,1,./motifs/3449.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3450.motifcount
6,9,1,7,7,5,0,0,3,0,2,2,2,0,5,0,1,./motifs/3452.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3453.motifcount
5,10,0,6,8,6,0,0,0,0,2,4,4,0,4,0,1,./motifs/3454.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3455.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3456.motifcount
7,8,2,5,12,1,0,1,1,0,0,4,0,3,3,3,0,./motifs/3457.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3458.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3459.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3460.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3461.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3463.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3464.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3465.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3466.motifcount
6,9,0,7,10,3,0,0,0,1,1,4,1,2,6,0,0,./motifs/3467.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3468.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3469.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3470.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3471.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3472.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3473.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3474.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3475.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3476.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3477.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3478.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3479.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3480.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3481.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3483.motifcount
5,10,0,4,12,4,0,0,0,0,0,3,3,3,6,0,0,./motifs/3484.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3485.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3486.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3487.motifcount
8,7,2,10,6,2,0,1,3,2,2,3,1,0,2,1,0,./motifs/3488.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3489.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3490.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3491.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3492.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3493.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3494.motifcount
5,10,0,6,8,6,0,0,0,0,2,4,4,0,4,0,1,./motifs/3495.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3496.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3497.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3498.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3499.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3500.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3501.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3503.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3504.motifcount
6,9,0,6,12,2,0,0,0,0,0,6,0,3,6,0,0,./motifs/3505.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3506.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3507.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3508.motifcount
6,9,0,7,10,3,0,0,0,1,1,4,1,2,6,0,0,./motifs/3509.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3510.motifcount
4,6,0,4,3,3,0,0,0,0,1,4,1,9223372036854775808,9223372036854775808,0,18446744073709551615,./motifs/3511.motifcount
5,10,0,6,8,6,0,0,0,0,2,4,4,0,4,0,1,./motifs/3512.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3513.motifcount
5,2253045560001595,0,10,335637095,17209305458263973583,0,0,0,0,10,0,11265225786185355,0,671274190,0,640381533768472573,./motifs/3514.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3515.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3516.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3517.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3518.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3519.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3520.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3523.motifcount
5,10,0,4,12,4,0,0,0,0,0,3,3,3,6,0,0,./motifs/3524.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3525.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3526.motifcount
7,8,2,7,8,3,0,1,2,0,2,4,3,0,1,2,0,./motifs/3528.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3529.motifcount
5,10,0,4,12,4,0,0,0,0,0,3,3,3,6,0,0,./motifs/3530.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3531.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3532.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3534.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3535.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3536.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3537.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3538.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3541.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3542.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3543.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3544.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3545.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3546.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3547.motifcount
8,7,2,10,6,2,0,1,3,2,2,3,1,0,2,1,0,./motifs/3548.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3550.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3551.motifcount
7,8,2,5,12,1,0,1,1,0,0,4,0,3,3,3,0,./motifs/3552.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3553.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3555.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3556.motifcount
6,9,0,9,6,5,0,0,0,1,4,4,2,0,3,0,1,./motifs/3557.motifcount
5,10,0,5,10,5,0,0,0,0,1,3,2,2,6,0,1,./motifs/3558.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3559.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3560.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3563.motifcount
6,9,0,8,8,4,0,0,0,1,2,5,3,0,4,0,0,./motifs/3565.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3566.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3567.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3568.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3569.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3570.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3571.motifcount
4,6,0,4,3,3,0,0,0,0,1,4,1,9223372036854775808,9223372036854775808,0,18446744073709551615,./motifs/3572.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3574.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3576.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3577.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3578.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3579.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3580.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3581.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3582.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3583.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3584.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3585.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3586.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3587.motifcount
6,9,0,8,8,4,0,0,0,1,2,4,0,1,6,0,1,./motifs/3588.motifcount
5,10,0,7,6,7,0,0,0,0,4,3,3,0,3,0,2,./motifs/3589.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3590.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3591.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3593.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3594.motifcount
4,6,0,4,3,3,0,0,0,0,1,4,1,9223372036854775808,9223372036854775808,0,18446744073709551615,./motifs/3595.motifcount
7,8,0,12,4,4,0,0,0,3,5,3,0,0,3,0,1,./motifs/3596.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3597.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3598.motifcount
5,10,0,5,10,5,0,0,0,0,1,4,5,1,4,0,0,./motifs/3600.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3601.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3602.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3603.motifcount
8,7,2,10,6,2,0,1,3,2,2,3,1,0,2,1,0,./motifs/3604.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3605.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3606.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3607.motifcount
6,9,1,6,9,4,0,0,3,0,0,3,3,0,6,0,0,./motifs/3608.motifcount
5,10,0,10,0,10,0,0,0,0,10,0,0,0,0,0,5,./motifs/3609.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3610.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3611.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3612.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3614.motifcount
4,6,0,3,6,1,0,0,0,0,0,2,0,1,2,0,0,./motifs/3615.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3616.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3617.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3618.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3619.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3620.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3621.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3622.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3623.motifcount
6,4,2,4,4,0,0,1,1,0,0,2,0,0,0,1,0,./motifs/3624.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3625.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3626.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3628.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3629.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3630.motifcount
6,4,2,4,4,0,0,1,1,0,0,2,0,0,0,1,0,./motifs/3631.motifcount
3,3,0,4,18446744073709551613,3,0,0,0,0,3,0,3,9223372036854775808,9223372036854775808,0,18446744073709551611,./motifs/3632.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3633.motifcount
4,6,0,4,4,2,0,0,0,0,1,2,1,0,1,0,0,./motifs/3634.motifcount
4,6,0,3,6,1,0,0,0,0,0,2,0,1,2,0,0,./motifs/3635.motifcount
4,6,0,3,6,1,0,0,0,0,0,2,0,1,2,0,0,./motifs/3636.motifcount
6,4,2,4,4,0,0,1,1,0,0,2,0,0,0,1,0,./motifs/3637.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3638.motifcount
4,6,0,6,0,4,0,0,0,0,4,0,0,0,0,0,1,./motifs/3640.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3641.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3642.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3643.motifcount
6,4,2,4,4,0,0,1,1,0,0,2,0,0,0,1,0,./motifs/3644.motifcount
5,5,0,6,3,1,0,0,0,1,1,2,0,0,1,0,0,./motifs/3645.motifcount
